Airline,Source,Destination,Total_Stops,Day_of_Journey,Month_of_Journey,Dep_hour,Dep_min,Duration_hours,Duration_mins,Arrival_hour,Arrival_min,Price
Air India,Banglore,New_Delhi,2,3,3,8,50,26,20,11,10,12599
Jet Airways,Kolkata,Banglore,1,24,5,18,55,27,40,22,35,10844
Jet Airways,Delhi,Cochin,1,21,5,2,15,16,45,19,0,12898
IndiGo,Banglore,Delhi,0,21,6,13,0,2,50,15,50,3943
Multiple carriers,Delhi,Cochin,1,12,6,13,0,12,30,1,30,7198
SpiceJet,Kolkata,Banglore,1,18,5,15,5,5,15,20,20,4963
IndiGo,Banglore,New_Delhi,0,1,3,16,55,2,50,19,45,12649
Multiple carriers,Delhi,Cochin,1,6,3,8,0,7,30,15,30,17267
Jet Airways,Delhi,Cochin,1,9,5,7,5,11,55,19,0,12373
Jet Airways,Banglore,New_Delhi,1,3,3,11,40,13,5,0,45,13502
Multiple carriers,Delhi,Cochin,1,21,3,11,30,7,20,18,50,11622
SpiceJet,Kolkata,Banglore,0,3,3,22,20,2,20,0,40,5515
Jet Airways,Kolkata,Banglore,1,15,5,20,25,18,0,14,25,9314
Multiple carriers,Delhi,Cochin,1,3,6,10,20,8,40,19,0,11789
IndiGo,Banglore,Delhi,0,6,4,20,0,2,50,22,50,4823
Air India,Delhi,Cochin,2,3,6,13,15,20,10,9,25,10467
Multiple carriers,Delhi,Cochin,1,3,6,13,0,8,0,21,0,7408
Air India,Delhi,Cochin,1,15,6,6,5,27,20,9,25,7480
SpiceJet,Kolkata,Banglore,0,24,4,22,20,2,20,0,40,3841
SpiceJet,Chennai,Kolkata,0,18,5,17,45,2,20,20,5,3543
Air India,Delhi,Cochin,3,24,6,5,15,38,0,19,15,10493
Multiple carriers,Delhi,Cochin,1,27,5,11,25,7,35,19,0,9103
Jet Airways,Kolkata,Banglore,1,6,5,14,5,5,45,19,50,10844
IndiGo,Banglore,Delhi,0,9,6,20,0,2,50,22,50,4823
Air Asia,Banglore,New_Delhi,0,24,3,23,25,2,45,2,10,4482
Jet Airways,Kolkata,Banglore,1,12,6,6,30,27,35,10,5,8529
Air India,Delhi,Cochin,0,3,3,14,10,3,0,17,10,7931
Jet Airways,Kolkata,Banglore,1,18,5,18,55,14,25,9,20,9663
Jet Airways,Delhi,Cochin,2,1,6,9,40,9,20,19,0,10368
Air India,Kolkata,Banglore,2,18,5,12,0,9,50,21,50,10151
SpiceJet,Chennai,Kolkata,0,27,5,17,45,2,20,20,5,3543
Multiple carriers,Delhi,Cochin,1,1,6,19,0,6,30,1,30,7530
Multiple carriers,Delhi,Cochin,1,9,5,14,55,7,35,22,30,6805
GoAir,Banglore,Delhi,0,18,6,7,45,2,55,10,40,3419
Air Asia,Banglore,Delhi,0,9,6,23,55,2,50,2,45,7120
Jet Airways,Kolkata,Banglore,1,21,5,17,0,17,55,10,55,14151
Air India,Mumbai,Hyderabad,0,21,6,6,20,1,20,7,40,3100
Jet Airways,Kolkata,Banglore,1,24,5,17,0,21,25,14,25,12121
SpiceJet,Mumbai,Hyderabad,0,6,5,5,45,1,30,7,15,2017
SpiceJet,Mumbai,Hyderabad,0,15,6,5,45,1,30,7,15,2647
IndiGo,Delhi,Cochin,1,12,6,17,5,5,20,22,25,6147
Jet Airways,Delhi,Cochin,2,1,6,18,25,10,0,4,25,14237
Jet Airways,Kolkata,Banglore,1,12,6,21,10,12,10,9,20,13044
Jet Airways,Delhi,Cochin,1,18,5,2,15,16,45,19,0,15554
SpiceJet,Banglore,Delhi,0,9,4,9,30,2,50,12,20,4423
Air India,Delhi,Cochin,1,6,6,21,0,10,40,7,40,8372
Jet Airways,Kolkata,Banglore,1,18,5,20,0,27,35,23,35,10844
Vistara,Kolkata,Banglore,1,18,5,17,0,25,50,18,50,9555
Air India,Delhi,Cochin,2,15,5,17,15,16,10,9,25,8839
Air India,Kolkata,Banglore,2,6,5,12,0,30,30,18,30,10151
Air India,Kolkata,Banglore,2,12,5,9,25,20,10,5,35,11432
SpiceJet,Banglore,Delhi,0,15,4,9,30,2,50,12,20,4319
Air India,Kolkata,Banglore,2,6,6,12,0,30,30,18,30,9626
Air India,Kolkata,Banglore,1,18,5,17,30,26,55,20,25,10623
Jet Airways,Delhi,Cochin,0,18,4,11,0,3,15,14,15,9564
Jet Airways,Kolkata,Banglore,1,9,5,14,5,6,40,20,45,14781
Jet Airways,Banglore,Delhi,0,15,5,8,20,3,0,11,20,7229
IndiGo,Delhi,Cochin,1,27,6,17,30,8,0,1,30,5684
Jet Airways,Kolkata,Banglore,1,18,5,5,45,27,35,9,20,14388
SpiceJet,Banglore,Delhi,0,18,4,9,30,2,50,12,20,5515
Jet Airways,Kolkata,Banglore,1,9,6,20,25,25,40,22,5,12692
Jet Airways,Kolkata,Banglore,1,1,5,9,35,9,35,19,10,9314
SpiceJet,Kolkata,Banglore,0,15,6,17,10,2,30,19,40,3873
SpiceJet,Kolkata,Banglore,0,21,4,22,20,2,20,0,40,4807
Multiple carriers,Delhi,Cochin,1,27,6,9,0,10,15,19,15,14848
IndiGo,Delhi,Cochin,1,24,4,5,5,7,5,12,10,6171
SpiceJet,Mumbai,Hyderabad,0,24,6,13,15,1,30,14,45,1965
Jet Airways,Kolkata,Banglore,1,12,6,9,35,11,30,21,5,10539
Air Asia,Banglore,Delhi,0,1,6,11,10,2,45,13,55,4483
Multiple carriers,Delhi,Cochin,1,27,3,6,0,13,15,19,15,8371
Jet Airways,Delhi,Cochin,1,6,3,13,55,14,30,4,25,15764
Jet Airways,Kolkata,Banglore,1,12,5,16,30,7,5,23,35,10844
Air India,Kolkata,Banglore,2,18,5,16,50,12,45,5,35,11642
IndiGo,Banglore,Delhi,0,12,4,4,0,2,50,6,50,4423
Vistara,Banglore,Delhi,0,15,6,9,45,2,50,12,35,4878
SpiceJet,Mumbai,Hyderabad,0,9,5,13,15,1,30,14,45,2227
Jet Airways,Kolkata,Banglore,1,15,5,16,30,25,45,18,15,10844
Air Asia,Kolkata,Banglore,0,3,4,19,55,2,30,22,25,4107
Vistara,Kolkata,Banglore,1,24,3,7,10,27,40,10,50,11262
Jet Airways,Delhi,Cochin,1,3,6,14,0,22,35,12,35,10262
Jet Airways,Banglore,Delhi,0,18,5,15,15,2,55,18,10,4544
Jet Airways,Banglore,Delhi,0,24,5,18,55,3,5,22,0,6144
GoAir,Banglore,New_Delhi,0,15,3,7,45,2,55,10,40,5706
Jet Airways,Banglore,New_Delhi,1,15,3,5,50,6,30,12,20,5853
Jet Airways,Kolkata,Banglore,2,21,5,6,30,14,20,20,50,10118
Air India,Kolkata,Banglore,2,1,5,9,25,20,0,5,25,14687
Multiple carriers,Delhi,Cochin,1,27,5,11,30,7,45,19,15,9254
Jet Airways,Delhi,Cochin,2,1,6,9,40,18,45,4,25,10368
Jet Airways,Kolkata,Banglore,1,6,6,14,5,6,40,20,45,14571
Jet Airways,Banglore,Delhi,0,1,6,15,15,2,55,18,10,7229
IndiGo,Delhi,Cochin,1,6,6,6,40,14,20,21,0,6093
Multiple carriers,Delhi,Cochin,1,9,3,8,0,13,0,21,0,16023
IndiGo,Chennai,Kolkata,0,6,6,14,45,2,20,17,5,3597
Jet Airways,Kolkata,Banglore,1,24,3,6,30,16,55,23,25,8824
IndiGo,Delhi,Cochin,1,9,3,2,0,5,45,7,45,7060
Jet Airways,Kolkata,Banglore,1,24,3,13,55,19,20,9,15,14231
Jet Airways,Banglore,Delhi,0,24,4,18,55,3,5,22,0,4544
Jet Airways,Delhi,Cochin,1,9,3,15,5,27,45,18,50,16289
IndiGo,Kolkata,Banglore,0,3,3,10,10,2,45,12,55,6565
IndiGo,Chennai,Kolkata,0,21,6,14,45,2,20,17,5,3597
Air India,Delhi,Cochin,1,6,5,20,40,12,45,9,25,7480
Vistara,Kolkata,Banglore,1,12,5,17,0,17,45,10,45,9922
Jet Airways,Banglore,Delhi,0,27,5,17,45,3,0,20,45,7229
Jet Airways,Delhi,Cochin,2,15,6,20,0,16,35,12,35,14300
Jet Airways,Delhi,Cochin,1,27,3,2,15,26,10,4,25,12242
Multiple carriers,Delhi,Cochin,1,24,6,11,25,7,35,19,0,10678
Multiple carriers,Delhi,Cochin,1,27,5,8,0,13,0,21,0,9450
IndiGo,Kolkata,Banglore,0,6,4,21,25,2,40,0,5,4174
Jet Airways,Banglore,Delhi,0,6,4,7,10,3,0,10,10,4544
IndiGo,Kolkata,Banglore,1,15,5,17,35,4,40,22,15,5386
Jet Airways,Delhi,Cochin,2,24,5,19,10,23,50,19,0,15129
IndiGo,Delhi,Cochin,1,15,6,14,20,8,10,22,30,6412
Jet Airways,Delhi,Cochin,2,27,6,23,5,29,20,4,25,15339
Jet Airways,Banglore,New_Delhi,0,24,3,2,0,2,45,4,45,7229
Vistara,Banglore,Delhi,0,1,6,9,45,2,50,12,35,4878
Air Asia,Kolkata,Banglore,0,6,4,10,20,2,35,12,55,3807
Jet Airways,Delhi,Cochin,1,18,5,17,30,19,5,12,35,12373
Jet Airways,Kolkata,Banglore,1,6,6,14,5,9,30,23,35,14571
Jet Airways,Delhi,Cochin,1,12,6,19,45,8,40,4,25,10262
Jet Airways,Delhi,Cochin,1,9,6,20,55,22,5,19,0,10577
Vistara,Mumbai,Hyderabad,1,6,3,20,55,26,0,22,55,12395
SpiceJet,Kolkata,Banglore,0,27,4,6,55,2,35,9,30,3841
Air Asia,Delhi,Cochin,1,3,6,7,55,7,50,15,45,8759
IndiGo,Delhi,Cochin,1,21,3,4,45,10,45,15,30,7738
IndiGo,Delhi,Cochin,1,18,5,15,0,10,30,1,30,7503
IndiGo,Delhi,Cochin,1,3,6,11,25,14,5,1,30,5883
Jet Airways,Kolkata,Banglore,1,12,6,20,25,13,20,9,45,12692
IndiGo,Banglore,Delhi,0,15,4,8,30,2,50,11,20,4823
SpiceJet,Mumbai,Hyderabad,0,27,5,5,45,1,30,7,15,2017
Air India,Delhi,Cochin,2,12,6,12,0,19,40,7,40,8603
Jet Airways,Banglore,Delhi,0,21,6,11,10,2,55,14,5,5769
Jet Airways,Kolkata,Banglore,1,1,4,18,55,23,20,18,15,12681
SpiceJet,Banglore,Delhi,0,24,6,5,55,2,40,8,35,3625
IndiGo,Delhi,Cochin,1,9,5,9,15,16,15,1,30,8854
IndiGo,Mumbai,Hyderabad,0,15,5,2,35,1,30,4,5,2754
Air India,Delhi,Cochin,1,12,6,10,0,9,15,19,15,8372
Jet Airways,Delhi,Cochin,1,12,6,16,0,20,35,12,35,10262
Air India,Chennai,Kolkata,0,3,3,11,40,2,15,13,55,10810
IndiGo,Chennai,Kolkata,0,15,6,5,15,2,25,7,40,3540
Jet Airways,Banglore,Delhi,0,6,6,18,55,3,5,22,0,8016
IndiGo,Banglore,New_Delhi,0,9,3,10,30,2,50,13,20,6860
Air Asia,Delhi,Cochin,1,27,4,16,45,5,40,22,25,6451
Jet Airways,Kolkata,Banglore,1,6,5,20,25,18,40,15,5,13067
Jet Airways,Kolkata,Banglore,1,6,5,17,0,25,0,18,0,11467
Air India,Kolkata,Banglore,1,9,5,10,0,13,15,23,15,10203
Air Asia,Kolkata,Banglore,0,12,3,22,50,2,30,1,20,4082
Air India,Delhi,Cochin,2,21,5,10,55,8,20,19,15,13276
Jet Airways,Banglore,New_Delhi,2,9,3,8,55,7,0,15,55,23001
Jet Airways,Kolkata,Banglore,1,6,6,18,55,25,50,20,45,10844
IndiGo,Banglore,Delhi,0,27,6,18,55,2,55,21,50,4990
Jet Airways,Banglore,New_Delhi,1,9,3,5,50,9,10,15,0,10037
Jet Airways,Kolkata,Banglore,1,6,5,20,0,8,40,4,40,14388
IndiGo,Banglore,New_Delhi,0,24,3,16,55,2,50,19,45,7303
Air India,Delhi,Cochin,2,3,3,21,30,21,45,19,15,12287
Jet Airways,Kolkata,Banglore,1,6,6,14,5,6,40,20,45,10844
Jet Airways,Mumbai,Hyderabad,0,24,5,10,20,1,30,11,50,4995
Multiple carriers,Delhi,Cochin,1,27,5,11,40,7,20,19,0,9794
IndiGo,Kolkata,Banglore,1,6,6,6,20,4,0,10,20,4226
IndiGo,Delhi,Cochin,1,21,3,11,30,14,5,1,35,7318
Jet Airways,Kolkata,Banglore,1,12,6,20,0,12,15,8,15,8529
Air India,Kolkata,Banglore,2,12,6,12,0,30,30,18,30,9416
Jet Airways,Delhi,Cochin,2,3,6,9,35,27,0,12,35,11507
Air India,Kolkata,Banglore,2,1,4,16,45,16,10,8,55,9920
Multiple carriers,Delhi,Cochin,1,18,5,7,10,9,0,16,10,7038
GoAir,Delhi,Cochin,1,3,6,7,0,5,55,12,55,4959
Jet Airways,Mumbai,Hyderabad,0,9,6,7,5,1,25,8,30,5678
Jet Airways,Banglore,Delhi,0,9,6,8,20,3,0,11,20,7229
Jet Airways,Kolkata,Banglore,1,1,4,16,30,7,5,23,35,7064
IndiGo,Banglore,Delhi,0,6,4,8,30,2,50,11,20,4823
Jet Airways,Kolkata,Banglore,1,24,5,16,30,6,5,22,35,14571
IndiGo,Kolkata,Banglore,0,27,3,9,35,2,45,12,20,4148
Air India,Kolkata,Banglore,2,24,5,10,0,15,20,1,20,13873
Jet Airways,Delhi,Cochin,1,24,6,13,0,23,35,12,35,10262
Jet Airways,Delhi,Cochin,2,21,5,19,10,23,50,19,0,15129
Multiple carriers,Delhi,Cochin,1,9,4,11,40,13,50,1,30,6645
IndiGo,Kolkata,Banglore,0,1,5,17,15,2,35,19,50,4804
IndiGo,Banglore,New_Delhi,1,9,3,11,20,4,5,15,25,5746
GoAir,Delhi,Cochin,1,9,6,5,55,7,40,13,35,5199
IndiGo,Chennai,Kolkata,0,18,3,19,35,2,20,21,55,4332
IndiGo,Delhi,Cochin,1,1,6,11,25,9,35,21,0,6416
Air India,Banglore,New_Delhi,2,18,3,6,45,9,35,16,20,12935
Jet Airways,Banglore,New_Delhi,1,21,3,8,55,11,25,20,20,7832
Jet Airways,Kolkata,Banglore,1,1,5,16,30,12,10,4,40,8586
Jet Airways,Banglore,Delhi,0,24,6,15,15,2,55,18,10,5769
Jet Airways,Mumbai,Hyderabad,0,21,5,10,20,1,30,11,50,8040
Vistara,Delhi,Cochin,0,6,3,6,0,3,10,9,10,12411
Air India,Kolkata,Banglore,1,9,6,9,25,12,25,21,50,8366
Multiple carriers,Delhi,Cochin,1,3,6,7,30,11,45,19,15,7354
Air India,Banglore,New_Delhi,2,1,3,11,5,11,5,22,10,13576
Multiple carriers,Delhi,Cochin,1,3,6,9,15,9,45,19,0,11622
Air India,Kolkata,Banglore,2,6,6,5,50,17,25,23,15,12723
Jet Airways,Kolkata,Banglore,1,24,3,8,25,15,0,23,25,13759
IndiGo,Delhi,Cochin,1,15,5,16,10,6,20,22,30,6412
IndiGo,Delhi,Cochin,2,27,3,8,35,12,45,21,20,6494
Jet Airways,Mumbai,Hyderabad,0,24,3,15,50,1,30,17,20,5678
Air India,Kolkata,Banglore,1,12,5,9,25,25,45,11,10,8891
Jet Airways,Delhi,Cochin,1,3,3,21,50,21,0,18,50,17024
Jet Airways,Delhi,Cochin,2,12,6,9,40,9,20,19,0,10368
Jet Airways,Kolkata,Banglore,1,9,6,20,0,22,15,18,15,14571
Jet Airways,Banglore,New_Delhi,1,21,3,7,0,8,15,15,15,7832
Jet Airways,Kolkata,Banglore,1,9,5,9,35,12,30,22,5,14151
Multiple carriers,Delhi,Cochin,1,21,3,10,45,8,30,19,15,7154
Air Asia,Kolkata,Banglore,1,15,4,7,35,11,50,19,25,5192
Multiple carriers,Delhi,Cochin,2,6,3,15,5,10,30,1,35,21483
Jet Airways,Kolkata,Banglore,1,6,6,16,30,12,10,4,40,6812
IndiGo,Banglore,New_Delhi,1,3,3,19,35,5,0,0,35,13292
IndiGo,Kolkata,Banglore,0,9,4,22,15,2,35,0,50,4174
Jet Airways,Delhi,Cochin,2,27,6,19,10,17,25,12,35,11150
IndiGo,Delhi,Cochin,1,24,4,17,5,5,10,22,15,5912
Air India,Delhi,Cochin,1,27,6,13,30,9,30,23,0,8907
Air India,Banglore,New_Delhi,1,9,3,17,0,10,40,3,40,8767
Jet Airways,Delhi,Cochin,1,27,3,19,45,8,40,4,25,12242
Air India,Kolkata,Banglore,1,24,5,19,0,9,40,4,40,6327
SpiceJet,Chennai,Kolkata,0,24,5,9,45,2,15,12,0,3543
Multiple carriers,Delhi,Cochin,1,3,6,8,0,11,15,19,15,15058
Jet Airways,Banglore,New_Delhi,1,12,3,18,55,23,30,18,25,11087
Jet Airways,Kolkata,Banglore,1,9,5,20,0,8,40,4,40,13941
SpiceJet,Delhi,Cochin,1,1,6,15,45,6,20,22,5,7317
Jet Airways,Delhi,Cochin,2,9,5,19,10,23,50,19,0,15129
Jet Airways,Kolkata,Banglore,1,24,5,21,10,12,55,10,5,9663
IndiGo,Delhi,Cochin,1,24,4,16,0,5,0,21,0,5065
Air India,Delhi,Cochin,1,27,6,9,45,13,15,23,0,8907
SpiceJet,Kolkata,Banglore,0,21,3,9,0,2,30,11,30,4148
Multiple carriers,Delhi,Cochin,1,9,6,14,0,7,0,21,0,13587
Jet Airways,Delhi,Cochin,1,6,6,21,50,6,35,4,25,10262
Jet Airways,Banglore,New_Delhi,1,18,3,14,5,18,10,8,15,12284
Jet Airways,Kolkata,Banglore,1,15,5,18,55,21,25,16,20,14781
Jet Airways,Kolkata,Banglore,1,18,5,8,25,24,55,9,20,9663
IndiGo,Banglore,New_Delhi,0,1,3,13,0,2,50,15,50,19685
Air India,Kolkata,Banglore,1,12,5,10,0,13,15,23,15,10203
Jet Airways,Kolkata,Banglore,1,15,5,6,30,22,10,4,40,13941
Air India,Banglore,New_Delhi,0,1,3,21,10,2,45,23,55,25703
Jet Airways,Delhi,Cochin,1,9,6,14,0,14,25,4,25,10262
SpiceJet,Chennai,Kolkata,0,1,5,17,45,2,20,20,5,3543
SpiceJet,Kolkata,Banglore,0,6,4,14,55,2,30,17,25,3841
Jet Airways,Delhi,Cochin,1,18,5,11,30,7,30,19,0,15554
Jet Airways,Kolkata,Banglore,1,24,5,14,5,5,45,19,50,10844
Jet Airways,Kolkata,Banglore,1,12,6,17,0,21,25,14,25,12692
Jet Airways,Mumbai,Hyderabad,0,9,6,19,35,1,30,21,5,3210
Air India,Delhi,Cochin,2,15,5,12,0,7,15,19,15,9601
Multiple carriers,Delhi,Cochin,1,15,6,13,0,12,30,1,30,13377
Jet Airways,Kolkata,Banglore,1,24,3,18,55,23,15,18,10,11134
Multiple carriers,Delhi,Cochin,1,27,3,8,55,12,5,21,0,8055
Jet Airways,Delhi,Cochin,1,27,3,17,30,10,55,4,25,12242
Air India,Banglore,New_Delhi,1,9,3,22,0,25,20,23,20,8425
SpiceJet,Mumbai,Hyderabad,0,15,6,5,45,1,30,7,15,2753
SpiceJet,Banglore,Delhi,0,27,5,21,10,2,55,0,5,3311
IndiGo,Kolkata,Banglore,1,12,6,6,20,4,0,10,20,4226
Jet Airways,Banglore,New_Delhi,1,1,3,8,55,20,10,5,5,26890
Multiple carriers,Delhi,Cochin,1,24,6,6,0,13,0,19,0,12524
SpiceJet,Kolkata,Banglore,0,21,3,17,15,2,30,19,45,3847
Jet Airways,Kolkata,Banglore,1,1,4,16,30,7,5,23,35,12681
Jet Airways,Delhi,Cochin,2,6,6,9,25,19,0,4,25,13882
Jet Airways,Delhi,Cochin,2,18,5,9,40,26,55,12,35,15129
Jet Airways,Kolkata,Banglore,1,6,6,8,25,12,20,20,45,10844
Jet Airways,Banglore,New_Delhi,1,12,3,21,25,10,50,8,15,12547
Jet Airways,Kolkata,Banglore,1,9,6,18,55,9,45,4,40,14178
IndiGo,Delhi,Cochin,1,3,3,16,0,9,35,1,35,14871
Jet Airways,Delhi,Cochin,2,9,6,9,40,18,45,4,25,10368
Multiple carriers,Delhi,Cochin,1,6,3,8,0,13,0,21,0,15078
IndiGo,Kolkata,Banglore,0,21,5,21,25,2,40,0,5,4804
SpiceJet,Kolkata,Banglore,0,9,5,17,10,2,30,19,40,3873
SpiceJet,Kolkata,Banglore,0,24,6,17,10,2,30,19,40,3841
GoAir,Delhi,Cochin,1,1,6,7,0,5,55,12,55,5457
Jet Airways,Kolkata,Banglore,1,12,5,14,5,8,30,22,35,14781
Jet Airways,Delhi,Cochin,1,9,3,21,50,21,0,18,50,15764
Vistara,Banglore,Delhi,0,12,6,9,45,2,50,12,35,4668
Jet Airways,Delhi,Cochin,0,24,6,11,0,3,15,14,15,9564
IndiGo,Delhi,Cochin,1,15,5,6,40,14,20,21,0,7191
Jet Airways,Delhi,Cochin,1,6,3,19,45,8,40,4,25,15764
Jet Airways,Kolkata,Banglore,1,6,5,14,5,21,55,12,0,14388
Jet Airways,Delhi,Cochin,1,27,3,19,45,8,40,4,25,6540
SpiceJet,Banglore,Delhi,0,24,6,9,30,2,50,12,20,3625
Multiple carriers,Delhi,Cochin,1,9,5,7,30,11,45,19,15,8266
SpiceJet,Kolkata,Banglore,1,18,5,11,15,7,15,18,30,10944
IndiGo,Delhi,Cochin,1,27,3,16,0,5,0,21,0,5073
Jet Airways,Banglore,New_Delhi,1,15,3,5,45,6,40,12,25,9134
Vistara,Kolkata,Banglore,1,12,6,20,20,24,0,20,20,8085
Jet Airways,Banglore,New_Delhi,1,6,3,7,0,5,25,12,25,22270
Air India,Kolkata,Banglore,2,1,4,7,0,27,0,10,0,9836
IndiGo,Delhi,Cochin,1,3,3,18,35,7,0,1,35,14871
Jet Airways,Mumbai,Hyderabad,2,12,3,6,30,10,5,16,35,23528
Jet Airways,Banglore,Delhi,0,6,6,7,10,3,0,10,10,8016
Jet Airways,Banglore,New_Delhi,1,18,3,7,0,9,10,16,10,12284
Multiple carriers,Delhi,Cochin,1,12,6,6,0,15,0,21,0,7005
IndiGo,Kolkata,Banglore,0,3,6,11,30,2,35,14,5,4804
IndiGo,Delhi,Cochin,1,27,3,5,5,5,0,10,5,6827
Air India,Mumbai,Hyderabad,0,12,5,6,20,1,20,7,40,3100
Jet Airways,Mumbai,Hyderabad,0,15,3,19,35,1,30,21,5,2759
Jet Airways,Kolkata,Banglore,1,9,5,20,25,24,40,21,5,13067
GoAir,Banglore,Delhi,0,15,4,20,55,2,45,23,40,3898
Jet Airways,Delhi,Cochin,2,12,6,9,40,18,45,4,25,10368
SpiceJet,Banglore,New_Delhi,0,18,3,5,45,2,50,8,35,4273
SpiceJet,Banglore,Delhi,0,24,5,5,55,2,40,8,35,3311
Multiple carriers,Delhi,Cochin,1,6,3,9,0,12,0,21,0,15136
Multiple carriers,Delhi,Cochin,1,9,4,7,5,11,5,18,10,6601
Vistara,Kolkata,Banglore,1,24,5,20,20,26,20,22,40,8452
Jet Airways,Kolkata,Banglore,1,1,5,17,0,21,25,14,25,9314
IndiGo,Delhi,Cochin,1,1,6,2,0,5,45,7,45,6386
Multiple carriers,Delhi,Cochin,1,24,6,11,30,14,0,1,30,13377
Jet Airways,Mumbai,Hyderabad,0,3,3,2,55,1,30,4,25,5678
Air Asia,Banglore,Delhi,0,18,5,23,55,2,50,2,45,4483
Jet Airways,Delhi,Cochin,1,27,5,14,0,22,35,12,35,12898
IndiGo,Banglore,New_Delhi,0,3,3,7,10,2,55,10,5,7648
Jet Airways,Kolkata,Banglore,1,9,6,6,30,17,5,23,35,14571
IndiGo,Mumbai,Hyderabad,0,27,6,6,25,1,30,7,55,4049
Air India,Banglore,New_Delhi,2,18,3,8,50,14,35,23,25,11728
SpiceJet,Kolkata,Banglore,0,18,4,6,55,2,35,9,30,3873
Air India,Delhi,Cochin,1,9,5,20,40,12,45,9,25,7480
Jet Airways,Banglore,Delhi,0,21,6,19,50,3,0,22,50,8541
Jet Airways,Banglore,New_Delhi,1,1,3,22,50,12,35,11,25,31825
IndiGo,Chennai,Kolkata,0,1,6,14,45,2,20,17,5,3597
Jet Airways,Banglore,New_Delhi,1,12,3,21,25,17,50,15,15,13817
Jet Airways,Kolkata,Banglore,1,24,5,8,25,12,20,20,45,14571
Air Asia,Delhi,Cochin,1,15,6,16,45,14,25,7,10,6853
Jet Airways,Delhi,Cochin,2,27,5,23,5,29,20,4,25,16704
SpiceJet,Banglore,Delhi,0,27,5,9,30,2,50,12,20,3573
Vistara,Kolkata,Banglore,1,15,5,17,0,25,50,18,50,9345
Jet Airways,Delhi,Cochin,2,15,6,5,30,22,55,4,25,13014
Multiple carriers,Delhi,Cochin,1,12,6,8,0,13,0,21,0,13797
Air India,Banglore,New_Delhi,3,3,3,12,0,22,35,10,35,12358
Multiple carriers,Delhi,Cochin,1,9,3,18,15,7,20,1,35,14086
IndiGo,Chennai,Kolkata,0,3,5,19,35,2,20,21,55,3597
Jet Airways,Kolkata,Banglore,1,24,5,18,55,13,20,8,15,13731
Jet Airways,Delhi,Cochin,1,21,5,19,45,8,40,4,25,12898
Jet Airways,Delhi,Cochin,1,6,6,16,0,12,25,4,25,14714
Vistara,Banglore,Delhi,0,12,4,11,30,2,50,14,20,5403
Jet Airways,Banglore,Delhi,0,24,6,6,0,2,45,8,45,5769
Air Asia,Kolkata,Banglore,0,24,3,10,20,2,35,12,55,5620
IndiGo,Delhi,Cochin,0,18,6,5,35,3,15,8,50,5000
Air India,Delhi,Cochin,2,21,3,12,20,30,55,19,15,10703
Multiple carriers,Delhi,Cochin,1,18,5,11,30,9,30,21,0,13727
Jet Airways,Kolkata,Banglore,1,12,5,20,0,13,20,9,20,14388
Air India,Kolkata,Banglore,2,6,6,10,0,15,20,1,20,13033
Jet Airways,Banglore,New_Delhi,1,1,3,8,0,23,40,7,40,22270
IndiGo,Delhi,Cochin,1,27,5,21,50,5,45,3,35,6769
Air Asia,Kolkata,Banglore,2,24,5,15,10,8,20,23,30,5192
Jet Airways,Mumbai,Hyderabad,0,24,5,2,55,1,25,4,20,4995
IndiGo,Chennai,Kolkata,0,1,3,7,55,2,20,10,15,8580
Air India,Delhi,Cochin,1,15,6,12,30,20,55,9,25,7480
Jet Airways,Banglore,Delhi,0,27,4,8,20,3,0,11,20,5198
Jet Airways,Delhi,Cochin,2,6,6,9,40,9,20,19,0,10368
Jet Airways,Mumbai,Hyderabad,0,6,5,7,5,1,25,8,30,8040
Jet Airways,Delhi,Cochin,2,9,3,8,20,20,5,4,25,18909
Air India,Kolkata,Banglore,2,1,4,7,0,22,25,5,25,12849
Air India,Delhi,Cochin,1,1,3,9,45,22,30,8,15,22798
Jet Airways,Kolkata,Banglore,1,6,6,8,25,9,50,18,15,14571
Jet Airways,Banglore,New_Delhi,1,6,3,14,5,18,10,8,15,13502
SpiceJet,Chennai,Kolkata,0,27,3,17,45,2,20,20,5,3332
Multiple carriers,Delhi,Cochin,1,6,6,7,30,11,45,19,15,7354
Multiple carriers,Delhi,Cochin,1,15,5,10,0,11,0,21,0,8073
IndiGo,Mumbai,Hyderabad,0,21,3,9,10,1,25,10,35,4049
Jet Airways,Delhi,Cochin,1,9,3,2,15,26,10,4,25,15029
Air India,Delhi,Cochin,2,24,6,9,45,23,40,9,25,10975
Multiple carriers,Delhi,Cochin,1,1,6,7,10,15,20,22,30,7038
Jet Airways,Delhi,Cochin,1,9,5,8,0,11,0,19,0,15554
Air India,Banglore,Delhi,0,12,6,21,5,2,50,23,55,5228
IndiGo,Delhi,Cochin,1,1,6,2,0,5,25,7,25,5636
Air India,Delhi,Cochin,2,27,6,12,0,19,40,7,40,9653
Jet Airways,Kolkata,Banglore,1,24,5,18,55,15,10,10,5,8586
SpiceJet,Mumbai,Hyderabad,0,21,5,13,15,1,30,14,45,2017
Vistara,Kolkata,Banglore,1,24,5,20,20,27,5,23,25,9345
Jet Airways,Delhi,Cochin,2,21,3,10,45,32,5,18,50,9270
Jet Airways,Delhi,Cochin,2,3,6,5,30,13,30,19,0,13292
Jet Airways,Delhi,Cochin,2,27,3,17,35,26,10,19,45,8098
